origin	scanNumber	polarity	basePeakMz	basePeakIntensity	totalIonCurrent	id	scanDefinition	msLevel	isolationWindowTargetMz[0]	isolationWindowLowerOffset[0]	isolationWindowUpperOffset[0]	precursorActivationType	precursorCollisionEnergy	precursorCollisionEnergyUnit	ionInjectionTime[0]	isolationMzMin[0]	isolationMzMax[0]	precursorCharge[0]	precursorMz[0]	msFunction	retentionTime	spectrumType	rawTic	foundMass	foundMassRange[ppm]	foundMassLowerBound	foundMassUpperBound	foundMassError[ppm]	foundIntensity	scanRelativeIntensity	calculatedMass	species	fragment	adduct
QExHF03_NM_0001327.mzML	138	NEGATIVE	173.1120537	7.7330875e06	1.5131627e07	controllerType=0 controllerNumber=1 scan=138	FTMS - p NSI Full ms2 373.2534@hcd24.00 [50.0000-400.0000]	2	373.253387451172	0.25	0.25	HCD	24.0	electronvolt		373.003387451172	373.503387451172		373.2534	null	33.32026	CENTROIDED	1.4647194E7	155.1380157470703	10	155.136348621	155.139451379	0.746091511555784	90051.99	0.006148071	155.1379	TXB2-d4	155,138	[M-H]1-
QExHF03_NM_0001327.mzML	138	NEGATIVE	173.1120537	7.7330875e06	1.5131627e07	controllerType=0 controllerNumber=1 scan=138	FTMS - p NSI Full ms2 373.2534@hcd24.00 [50.0000-400.0000]	2	373.253387451172	0.25	0.25	HCD	24.0	electronvolt		373.003387451172	373.503387451172		373.2534	null	33.32026	CENTROIDED	1.4647194E7	311.2165222167969	5	311.215043917	311.218156083	-0.24993269367091403	188455.36	0.012866312	311.2166	TXB2-d4	311,217	[M-H]1-
QExHF03_NM_0001327.mzML	138	NEGATIVE	173.1120537	7.7330875e06	1.5131627e07	controllerType=0 controllerNumber=1 scan=138	FTMS - p NSI Full ms2 373.2534@hcd24.00 [50.0000-400.0000]	2	373.253387451172	0.25	0.25	HCD	24.0	electronvolt		373.003387451172	373.503387451172		373.2534	null	33.32026	CENTROIDED	1.4647194E7	311.2165222167969	10	311.213487834	311.219712166	-0.24993269367091403	188455.36	0.012866312	311.2166	TXB2-d4	311,217	[M-H]1-
QExHF03_NM_0001327.mzML	138	NEGATIVE	173.1120537	7.7330875e06	1.5131627e07	controllerType=0 controllerNumber=1 scan=138	FTMS - p NSI Full ms2 373.2534@hcd24.00 [50.0000-400.0000]	2	373.253387451172	0.25	0.25	HCD	24.0	electronvolt		373.003387451172	373.503387451172		373.2534	null	33.32026	CENTROIDED	1.4647194E7	329.2268981933594	5	329.22545386449997	329.2287461355	-0.6129709268531813	68859.6	0.0047012144	329.2271	TXB2-d4	329,227	[M-H]1-
QExHF03_NM_0001327.mzML	138	NEGATIVE	173.1120537	7.7330875e06	1.5131627e07	controllerType=0 controllerNumber=1 scan=138	FTMS - p NSI Full ms2 373.2534@hcd24.00 [50.0000-400.0000]	2	373.253387451172	0.25	0.25	HCD	24.0	electronvolt		373.003387451172	373.503387451172		373.2534	null	33.32026	CENTROIDED	1.4647194E7	329.2268981933594	10	329.223807729	329.230392271	-0.6129709268531813	68859.6	0.0047012144	329.2271	TXB2-d4	329,227	[M-H]1-
QExHF03_NM_0001327.mzML	138	NEGATIVE	173.1120537	7.7330875e06	1.5131627e07	controllerType=0 controllerNumber=1 scan=138	FTMS - p NSI Full ms2 373.2534@hcd24.00 [50.0000-400.0000]	2	373.253387451172	0.25	0.25	HCD	24.0	electronvolt		373.003387451172	373.503387451172		373.2534	null	33.32026	CENTROIDED	1.4647194E7	173.112060546875	5	173.1110344405	173.11276555950002	0.9274167460963069	7733087.5	0.5279569	173.1119	TXB2-d4	173,112	[M-H]1-
QExHF03_NM_0001327.mzML	138	NEGATIVE	173.1120537	7.7330875e06	1.5131627e07	controllerType=0 controllerNumber=1 scan=138	FTMS - p NSI Full ms2 373.2534@hcd24.00 [50.0000-400.0000]	2	373.253387451172	0.25	0.25	HCD	24.0	electronvolt		373.003387451172	373.503387451172		373.2534	null	33.32026	CENTROIDED	1.4647194E7	173.112060546875	10	173.11016888100002	173.113631119	0.9274167460963069	7733087.5	0.5279569	173.1119	TXB2-d4	173,112	[M-H]1-
QExHF03_NM_0001327.mzML	139	NEGATIVE	173.1120196	8.555637e06	1.6678225e07	controllerType=0 controllerNumber=1 scan=139	FTMS - p NSI Full ms2 373.2534@hcd25.00 [50.0000-400.0000]	2	373.253387451172	0.25	0.25	HCD	25.0	electronvolt		373.003387451172	373.503387451172		373.2534	null	33.648136	CENTROIDED	1.6166308E7	293.2060241699219	5	293.2044339705	293.2073660295	0.4234905296566712	657638.44	0.04067957	293.2059	TXB2-d4	293,206	[M-H]1-
QExHF03_NM_0001327.mzML	139	NEGATIVE	173.1120196	8.555637e06	1.6678225e07	controllerType=0 controllerNumber=1 scan=139	FTMS - p NSI Full ms2 373.2534@hcd25.00 [50.0000-400.0000]	2	373.253387451172	0.25	0.25	HCD	25.0	electronvolt		373.003387451172	373.503387451172		373.2534	null	33.648136	CENTROIDED	1.6166308E7	293.2060241699219	10	293.202967941	293.20883205900003	0.4234905296566712	657638.44	0.04067957	293.2059	TXB2-d4	293,206	[M-H]1-
QExHF03_NM_0001327.mzML	139	NEGATIVE	173.1120196	8.555637e06	1.6678225e07	controllerType=0 controllerNumber=1 scan=139	FTMS - p NSI Full ms2 373.2534@hcd25.00 [50.0000-400.0000]	2	373.253387451172	0.25	0.25	HCD	25.0	electronvolt		373.003387451172	373.503387451172		373.2534	null	33.648136	CENTROIDED	1.6166308E7	199.12777709960938	5	199.1267043615	199.1286956385	0.3871867619152656	5068727.0	0.31353647	199.1277	TXB2-d4	199,128	[M-H]1-
QExHF03_NM_0001327.mzML	139	NEGATIVE	173.1120196	8.555637e06	1.6678225e07	controllerType=0 controllerNumber=1 scan=139	FTMS - p NSI Full ms2 373.2534@hcd25.00 [50.0000-400.0000]	2	373.253387451172	0.25	0.25	HCD	25.0	electronvolt		373.003387451172	373.503387451172		373.2534	null	33.648136	CENTROIDED	1.6166308E7	199.12777709960938	10	199.125708723	199.129691277	0.3871867619152656	5068727.0	0.31353647	199.1277	TXB2-d4	199,128	[M-H]1-
QExHF03_NM_0001327.mzML	139	NEGATIVE	173.1120196	8.555637e06	1.6678225e07	controllerType=0 controllerNumber=1 scan=139	FTMS - p NSI Full ms2 373.2534@hcd25.00 [50.0000-400.0000]	2	373.253387451172	0.25	0.25	HCD	25.0	electronvolt		373.003387451172	373.503387451172		373.2534	null	33.648136	CENTROIDED	1.6166308E7	129.12237548828125	5	129.12165438850002	129.1229456115	0.5846262129342924	101064.12	0.0062515275	129.1223	TXB2-d4	129,122	[M-H]1-
QExHF03_NM_0001327.mzML	139	NEGATIVE	173.1120196	8.555637e06	1.6678225e07	controllerType=0 controllerNumber=1 scan=139	FTMS - p NSI Full ms2 373.2534@hcd25.00 [50.0000-400.0000]	2	373.253387451172	0.25	0.25	HCD	25.0	electronvolt		373.003387451172	373.503387451172		373.2534	null	33.648136	CENTROIDED	1.6166308E7	129.12237548828125	10	129.121008777	129.123591223	0.5846262129342924	101064.12	0.0062515275	129.1223	TXB2-d4	129,122	[M-H]1-
QExHF03_NM_0001327.mzML	139	NEGATIVE	173.1120196	8.555637e06	1.6678225e07	controllerType=0 controllerNumber=1 scan=139	FTMS - p NSI Full ms2 373.2534@hcd25.00 [50.0000-400.0000]	2	373.253387451172	0.25	0.25	HCD	25.0	electronvolt		373.003387451172	373.503387451172		373.2534	null	33.648136	CENTROIDED	1.6166308E7	181.1172332763672	5	181.116294414	181.11810558599998	0.18372836589036137	390174.06	0.024135014	181.1172	TXB2-d4	181,117	[M-H]1-
QExHF03_NM_0001327.mzML	139	NEGATIVE	173.1120196	8.555637e06	1.6678225e07	controllerType=0 controllerNumber=1 scan=139	FTMS - p NSI Full ms2 373.2534@hcd25.00 [50.0000-400.0000]	2	373.253387451172	0.25	0.25	HCD	25.0	electronvolt		373.003387451172	373.503387451172		373.2534	null	33.648136	CENTROIDED	1.6166308E7	181.1172332763672	10	181.11538882800002	181.119011172	0.18372836589036137	390174.06	0.024135014	181.1172	TXB2-d4	181,117	[M-H]1-
QExHF03_NM_0001327.mzML	139	NEGATIVE	173.1120196	8.555637e06	1.6678225e07	controllerType=0 controllerNumber=1 scan=139	FTMS - p NSI Full ms2 373.2534@hcd25.00 [50.0000-400.0000]	2	373.253387451172	0.25	0.25	HCD	25.0	electronvolt		373.003387451172	373.503387451172		373.2534	null	33.648136	CENTROIDED	1.6166308E7	155.1379852294922	5	155.13712431049998	155.1386756895	0.5493789214988088	130662.516	0.008082396	155.1379	TXB2-d4	155,138	[M-H]1-
QExHF03_NM_0001327.mzML	139	NEGATIVE	173.1120196	8.555637e06	1.6678225e07	controllerType=0 controllerNumber=1 scan=139	FTMS - p NSI Full ms2 373.2534@hcd25.00 [50.0000-400.0000]	2	373.253387451172	0.25	0.25	HCD	25.0	electronvolt		373.003387451172	373.503387451172		373.2534	null	33.648136	CENTROIDED	1.6166308E7	155.1379852294922	10	155.136348621	155.139451379	0.5493789214988088	130662.516	0.008082396	155.1379	TXB2-d4	155,138	[M-H]1-
QExHF03_NM_0001327.mzML	139	NEGATIVE	173.1120196	8.555637e06	1.6678225e07	controllerType=0 controllerNumber=1 scan=139	FTMS - p NSI Full ms2 373.2534@hcd25.00 [50.0000-400.0000]	2	373.253387451172	0.25	0.25	HCD	25.0	electronvolt		373.003387451172	373.503387451172		373.2534	null	33.648136	CENTROIDED	1.6166308E7	311.21661376953125	5	311.215043917	311.218156083	0.044244205552970546	183022.58	0.011321235	311.2166	TXB2-d4	311,217	[M-H]1-
QExHF03_NM_0001327.mzML	139	NEGATIVE	173.1120196	8.555637e06	1.6678225e07	controllerType=0 controllerNumber=1 scan=139	FTMS - p NSI Full ms2 373.2534@hcd25.00 [50.0000-400.0000]	2	373.253387451172	0.25	0.25	HCD	25.0	electronvolt		373.003387451172	373.503387451172		373.2534	null	33.648136	CENTROIDED	1.6166308E7	311.21661376953125	10	311.213487834	311.219712166	0.044244205552970546	183022.58	0.011321235	311.2166	TXB2-d4	311,217	[M-H]1-
QExHF03_NM_0001327.mzML	139	NEGATIVE	173.1120196	8.555637e06	1.6678225e07	controllerType=0 controllerNumber=1 scan=139	FTMS - p NSI Full ms2 373.2534@hcd25.00 [50.0000-400.0000]	2	373.253387451172	0.25	0.25	HCD	25.0	electronvolt		373.003387451172	373.503387451172		373.2534	null	33.648136	CENTROIDED	1.6166308E7	329.2271728515625	5	329.22545386449997	329.2287461355	0.22128057651637728	47631.723	0.0029463575	329.2271	TXB2-d4	329,227	[M-H]1-
QExHF03_NM_0001327.mzML	139	NEGATIVE	173.1120196	8.555637e06	1.6678225e07	controllerType=0 controllerNumber=1 scan=139	FTMS - p NSI Full ms2 373.2534@hcd25.00 [50.0000-400.0000]	2	373.253387451172	0.25	0.25	HCD	25.0	electronvolt		373.003387451172	373.503387451172		373.2534	null	33.648136	CENTROIDED	1.6166308E7	329.2271728515625	10	329.223807729	329.230392271	0.22128057651637728	47631.723	0.0029463575	329.2271	TXB2-d4	329,227	[M-H]1-
QExHF03_NM_0001327.mzML	139	NEGATIVE	173.1120196	8.555637e06	1.6678225e07	controllerType=0 controllerNumber=1 scan=139	FTMS - p NSI Full ms2 373.2534@hcd25.00 [50.0000-400.0000]	2	373.253387451172	0.25	0.25	HCD	25.0	electronvolt		373.003387451172	373.503387451172		373.2534	null	33.648136	CENTROIDED	1.6166308E7	173.1120147705078	5	173.1110344405	173.11276555950002	0.6629845078301911	8555637.0	0.5292264	173.1119	TXB2-d4	173,112	[M-H]1-
QExHF03_NM_0001327.mzML	139	NEGATIVE	173.1120196	8.555637e06	1.6678225e07	controllerType=0 controllerNumber=1 scan=139	FTMS - p NSI Full ms2 373.2534@hcd25.00 [50.0000-400.0000]	2	373.253387451172	0.25	0.25	HCD	25.0	electronvolt		373.003387451172	373.503387451172		373.2534	null	33.648136	CENTROIDED	1.6166308E7	173.1120147705078	10	173.11016888100002	173.113631119	0.6629845078301911	8555637.0	0.5292264	173.1119	TXB2-d4	173,112	[M-H]1-
QExHF03_NM_0001327.mzML	140	NEGATIVE	173.1120206	8.964489e06	1.7298092e07	controllerType=0 controllerNumber=1 scan=140	FTMS - p NSI Full ms2 373.2534@hcd26.00 [50.0000-400.0000]	2	373.253387451172	0.25	0.25	HCD	26.0	electronvolt		373.003387451172	373.503387451172		373.2534	null	33.90524	CENTROIDED	1.6781654E7	293.2060241699219	5	293.2044339705	293.2073660295	0.4234905296566712	656701.1	0.039132085	293.2059	TXB2-d4	293,206	[M-H]1-
QExHF03_NM_0001327.mzML	140	NEGATIVE	173.1120206	8.964489e06	1.7298092e07	controllerType=0 controllerNumber=1 scan=140	FTMS - p NSI Full ms2 373.2534@hcd26.00 [50.0000-400.0000]	2	373.253387451172	0.25	0.25	HCD	26.0	electronvolt		373.003387451172	373.503387451172		373.2534	null	33.90524	CENTROIDED	1.6781654E7	293.2060241699219	10	293.202967941	293.20883205900003	0.4234905296566712	656701.1	0.039132085	293.2059	TXB2-d4	293,206	[M-H]1-
QExHF03_NM_0001327.mzML	140	NEGATIVE	173.1120206	8.964489e06	1.7298092e07	controllerType=0 controllerNumber=1 scan=140	FTMS - p NSI Full ms2 373.2534@hcd26.00 [50.0000-400.0000]	2	373.253387451172	0.25	0.25	HCD	26.0	electronvolt		373.003387451172	373.503387451172		373.2534	null	33.90524	CENTROIDED	1.6781654E7	199.12777709960938	5	199.1267043615	199.1286956385	0.3871867619152656	5023055.0	0.29931822	199.1277	TXB2-d4	199,128	[M-H]1-
QExHF03_NM_0001327.mzML	140	NEGATIVE	173.1120206	8.964489e06	1.7298092e07	controllerType=0 controllerNumber=1 scan=140	FTMS - p NSI Full ms2 373.2534@hcd26.00 [50.0000-400.0000]	2	373.253387451172	0.25	0.25	HCD	26.0	electronvolt		373.003387451172	373.503387451172		373.2534	null	33.90524	CENTROIDED	1.6781654E7	199.12777709960938	10	199.125708723	199.129691277	0.3871867619152656	5023055.0	0.29931822	199.1277	TXB2-d4	199,128	[M-H]1-
QExHF03_NM_0001327.mzML	140	NEGATIVE	173.1120206	8.964489e06	1.7298092e07	controllerType=0 controllerNumber=1 scan=140	FTMS - p NSI Full ms2 373.2534@hcd26.00 [50.0000-400.0000]	2	373.253387451172	0.25	0.25	HCD	26.0	electronvolt		373.003387451172	373.503387451172		373.2534	null	33.90524	CENTROIDED	1.6781654E7	129.1223907470703	5	129.12165438850002	129.1229456115	0.7027993639895322	123967.02	0.0073870565	129.1223	TXB2-d4	129,122	[M-H]1-
QExHF03_NM_0001327.mzML	140	NEGATIVE	173.1120206	8.964489e06	1.7298092e07	controllerType=0 controllerNumber=1 scan=140	FTMS - p NSI Full ms2 373.2534@hcd26.00 [50.0000-400.0000]	2	373.253387451172	0.25	0.25	HCD	26.0	electronvolt		373.003387451172	373.503387451172		373.2534	null	33.90524	CENTROIDED	1.6781654E7	129.1223907470703	10	129.121008777	129.123591223	0.7027993639895322	123967.02	0.0073870565	129.1223	TXB2-d4	129,122	[M-H]1-
QExHF03_NM_0001327.mzML	140	NEGATIVE	173.1120206	8.964489e06	1.7298092e07	controllerType=0 controllerNumber=1 scan=140	FTMS - p NSI Full ms2 373.2534@hcd26.00 [50.0000-400.0000]	2	373.253387451172	0.25	0.25	HCD	26.0	electronvolt		373.003387451172	373.503387451172		373.2534	null	33.90524	CENTROIDED	1.6781654E7	181.1172332763672	5	181.116294414	181.11810558599998	0.18372836589036137	432147.03	0.025751159	181.1172	TXB2-d4	181,117	[M-H]1-
QExHF03_NM_0001327.mzML	140	NEGATIVE	173.1120206	8.964489e06	1.7298092e07	controllerType=0 controllerNumber=1 scan=140	FTMS - p NSI Full ms2 373.2534@hcd26.00 [50.0000-400.0000]	2	373.253387451172	0.25	0.25	HCD	26.0	electronvolt		373.003387451172	373.503387451172		373.2534	null	33.90524	CENTROIDED	1.6781654E7	181.1172332763672	10	181.11538882800002	181.119011172	0.18372836589036137	432147.03	0.025751159	181.1172	TXB2-d4	181,117	[M-H]1-
QExHF03_NM_0001327.mzML	140	NEGATIVE	173.1120206	8.964489e06	1.7298092e07	controllerType=0 controllerNumber=1 scan=140	FTMS - p NSI Full ms2 373.2534@hcd26.00 [50.0000-400.0000]	2	373.253387451172	0.25	0.25	HCD	26.0	electronvolt		373.003387451172	373.503387451172		373.2534	null	33.90524	CENTROIDED	1.6781654E7	155.13804626464844	5	155.13712431049998	155.1386756895	0.9428041016127591	158258.1	0.009430422	155.1379	TXB2-d4	155,138	[M-H]1-
QExHF03_NM_0001327.mzML	140	NEGATIVE	173.1120206	8.964489e06	1.7298092e07	controllerType=0 controllerNumber=1 scan=140	FTMS - p NSI Full ms2 373.2534@hcd26.00 [50.0000-400.0000]	2	373.253387451172	0.25	0.25	HCD	26.0	electronvolt		373.003387451172	373.503387451172		373.2534	null	33.90524	CENTROIDED	1.6781654E7	155.13804626464844	10	155.136348621	155.139451379	0.9428041016127591	158258.1	0.009430422	155.1379	TXB2-d4	155,138	[M-H]1-
QExHF03_NM_0001327.mzML	140	NEGATIVE	173.1120206	8.964489e06	1.7298092e07	controllerType=0 controllerNumber=1 scan=140	FTMS - p NSI Full ms2 373.2534@hcd26.00 [50.0000-400.0000]	2	373.253387451172	0.25	0.25	HCD	26.0	electronvolt		373.003387451172	373.503387451172		373.2534	null	33.90524	CENTROIDED	1.6781654E7	311.2164001464844	5	311.215043917	311.218156083	-0.6421685593027601	158939.2	0.0094710095	311.2166	TXB2-d4	311,217	[M-H]1-
QExHF03_NM_0001327.mzML	140	NEGATIVE	173.1120206	8.964489e06	1.7298092e07	controllerType=0 controllerNumber=1 scan=140	FTMS - p NSI Full ms2 373.2534@hcd26.00 [50.0000-400.0000]	2	373.253387451172	0.25	0.25	HCD	26.0	electronvolt		373.003387451172	373.503387451172		373.2534	null	33.90524	CENTROIDED	1.6781654E7	311.2164001464844	10	311.213487834	311.219712166	-0.6421685593027601	158939.2	0.0094710095	311.2166	TXB2-d4	311,217	[M-H]1-
QExHF03_NM_0001327.mzML	140	NEGATIVE	173.1120206	8.964489e06	1.7298092e07	controllerType=0 controllerNumber=1 scan=140	FTMS - p NSI Full ms2 373.2534@hcd26.00 [50.0000-400.0000]	2	373.253387451172	0.25	0.25	HCD	26.0	electronvolt		373.003387451172	373.503387451172		373.2534	null	33.90524	CENTROIDED	1.6781654E7	329.2271728515625	5	329.22545386449997	329.2287461355	0.22128057651637728	34563.605	0.0020596066	329.2271	TXB2-d4	329,227	[M-H]1-
QExHF03_NM_0001327.mzML	140	NEGATIVE	173.1120206	8.964489e06	1.7298092e07	controllerType=0 controllerNumber=1 scan=140	FTMS - p NSI Full ms2 373.2534@hcd26.00 [50.0000-400.0000]	2	373.253387451172	0.25	0.25	HCD	26.0	electronvolt		373.003387451172	373.503387451172		373.2534	null	33.90524	CENTROIDED	1.6781654E7	329.2271728515625	10	329.223807729	329.230392271	0.22128057651637728	34563.605	0.0020596066	329.2271	TXB2-d4	329,227	[M-H]1-
QExHF03_NM_0001327.mzML	140	NEGATIVE	173.1120206	8.964489e06	1.7298092e07	controllerType=0 controllerNumber=1 scan=140	FTMS - p NSI Full ms2 373.2534@hcd26.00 [50.0000-400.0000]	2	373.253387451172	0.25	0.25	HCD	26.0	electronvolt		373.003387451172	373.503387451172		373.2534	null	33.90524	CENTROIDED	1.6781654E7	173.1120147705078	5	173.1110344405	173.11276555950002	0.6629845078301911	8964489.0	0.53418386	173.1119	TXB2-d4	173,112	[M-H]1-
QExHF03_NM_0001327.mzML	140	NEGATIVE	173.1120206	8.964489e06	1.7298092e07	controllerType=0 controllerNumber=1 scan=140	FTMS - p NSI Full ms2 373.2534@hcd26.00 [50.0000-400.0000]	2	373.253387451172	0.25	0.25	HCD	26.0	electronvolt		373.003387451172	373.503387451172		373.2534	null	33.90524	CENTROIDED	1.6781654E7	173.1120147705078	10	173.11016888100002	173.113631119	0.6629845078301911	8964489.0	0.53418386	173.1119	TXB2-d4	173,112	[M-H]1-
QExHF03_NM_0001327.mzML	141	NEGATIVE	173.1120156	8.578237e06	1.654661e07	controllerType=0 controllerNumber=1 scan=141	FTMS - p NSI Full ms2 373.2534@hcd27.00 [50.0000-400.0000]	2	373.253387451172	0.25	0.25	HCD	27.0	electronvolt		373.003387451172	373.503387451172		373.2534	null	34.162266	CENTROIDED	1.6054747E7	293.2060241699219	5	293.2044339705	293.2073660295	0.4234905296566712	634137.56	0.039498445	293.2059	TXB2-d4	293,206	[M-H]1-
QExHF03_NM_0001327.mzML	141	NEGATIVE	173.1120156	8.578237e06	1.654661e07	controllerType=0 controllerNumber=1 scan=141	FTMS - p NSI Full ms2 373.2534@hcd27.00 [50.0000-400.0000]	2	373.253387451172	0.25	0.25	HCD	27.0	electronvolt		373.003387451172	373.503387451172		373.2534	null	34.162266	CENTROIDED	1.6054747E7	293.2060241699219	10	293.202967941	293.20883205900003	0.4234905296566712	634137.56	0.039498445	293.2059	TXB2-d4	293,206	[M-H]1-
QExHF03_NM_0001327.mzML	141	NEGATIVE	173.1120156	8.578237e06	1.654661e07	controllerType=0 controllerNumber=1 scan=141	FTMS - p NSI Full ms2 373.2534@hcd27.00 [50.0000-400.0000]	2	373.253387451172	0.25	0.25	HCD	27.0	electronvolt		373.003387451172	373.503387451172		373.2534	null	34.162266	CENTROIDED	1.6054747E7	199.12777709960938	5	199.1267043615	199.1286956385	0.3871867619152656	4668213.5	0.2907684	199.1277	TXB2-d4	199,128	[M-H]1-
QExHF03_NM_0001327.mzML	141	NEGATIVE	173.1120156	8.578237e06	1.654661e07	controllerType=0 controllerNumber=1 scan=141	FTMS - p NSI Full ms2 373.2534@hcd27.00 [50.0000-400.0000]	2	373.253387451172	0.25	0.25	HCD	27.0	electronvolt		373.003387451172	373.503387451172		373.2534	null	34.162266	CENTROIDED	1.6054747E7	199.12777709960938	10	199.125708723	199.129691277	0.3871867619152656	4668213.5	0.2907684	199.1277	TXB2-d4	199,128	[M-H]1-
QExHF03_NM_0001327.mzML	141	NEGATIVE	173.1120156	8.578237e06	1.654661e07	controllerType=0 controllerNumber=1 scan=141	FTMS - p NSI Full ms2 373.2534@hcd27.00 [50.0000-400.0000]	2	373.253387451172	0.25	0.25	HCD	27.0	electronvolt		373.003387451172	373.503387451172		373.2534	null	34.162266	CENTROIDED	1.6054747E7	129.12234497070312	5	129.12165438850002	129.1229456115	0.3482799108238126	146468.55	0.009123068	129.1223	TXB2-d4	129,122	[M-H]1-
QExHF03_NM_0001327.mzML	141	NEGATIVE	173.1120156	8.578237e06	1.654661e07	controllerType=0 controllerNumber=1 scan=141	FTMS - p NSI Full ms2 373.2534@hcd27.00 [50.0000-400.0000]	2	373.253387451172	0.25	0.25	HCD	27.0	electronvolt		373.003387451172	373.503387451172		373.2534	null	34.162266	CENTROIDED	1.6054747E7	129.12234497070312	10	129.121008777	129.123591223	0.3482799108238126	146468.55	0.009123068	129.1223	TXB2-d4	129,122	[M-H]1-
QExHF03_NM_0001327.mzML	141	NEGATIVE	173.1120156	8.578237e06	1.654661e07	controllerType=0 controllerNumber=1 scan=141	FTMS - p NSI Full ms2 373.2534@hcd27.00 [50.0000-400.0000]	2	373.253387451172	0.25	0.25	HCD	27.0	electronvolt		373.003387451172	373.503387451172		373.2534	null	34.162266	CENTROIDED	1.6054747E7	181.11721801757812	5	181.116294414	181.11810558599998	0.09948021572847723	432477.2	0.026937652	181.1172	TXB2-d4	181,117	[M-H]1-
QExHF03_NM_0001327.mzML	141	NEGATIVE	173.1120156	8.578237e06	1.654661e07	controllerType=0 controllerNumber=1 scan=141	FTMS - p NSI Full ms2 373.2534@hcd27.00 [50.0000-400.0000]	2	373.253387451172	0.25	0.25	HCD	27.0	electronvolt		373.003387451172	373.503387451172		373.2534	null	34.162266	CENTROIDED	1.6054747E7	181.11721801757812	10	181.11538882800002	181.119011172	0.09948021572847723	432477.2	0.026937652	181.1172	TXB2-d4	181,117	[M-H]1-
QExHF03_NM_0001327.mzML	141	NEGATIVE	173.1120156	8.578237e06	1.654661e07	controllerType=0 controllerNumber=1 scan=141	FTMS - p NSI Full ms2 373.2534@hcd27.00 [50.0000-400.0000]	2	373.253387451172	0.25	0.25	HCD	27.0	electronvolt		373.003387451172	373.503387451172		373.2534	null	34.162266	CENTROIDED	1.6054747E7	155.1380157470703	5	155.13712431049998	155.1386756895	0.746091511555784	184036.48	0.011463057	155.1379	TXB2-d4	155,138	[M-H]1-
QExHF03_NM_0001327.mzML	141	NEGATIVE	173.1120156	8.578237e06	1.654661e07	controllerType=0 controllerNumber=1 scan=141	FTMS - p NSI Full ms2 373.2534@hcd27.00 [50.0000-400.0000]	2	373.253387451172	0.25	0.25	HCD	27.0	electronvolt		373.003387451172	373.503387451172		373.2534	null	34.162266	CENTROIDED	1.6054747E7	155.1380157470703	10	155.136348621	155.139451379	0.746091511555784	184036.48	0.011463057	155.1379	TXB2-d4	155,138	[M-H]1-
QExHF03_NM_0001327.mzML	141	NEGATIVE	173.1120156	8.578237e06	1.654661e07	controllerType=0 controllerNumber=1 scan=141	FTMS - p NSI Full ms2 373.2534@hcd27.00 [50.0000-400.0000]	2	373.253387451172	0.25	0.25	HCD	27.0	electronvolt		373.003387451172	373.503387451172		373.2534	null	34.162266	CENTROIDED	1.6054747E7	311.2165222167969	5	311.215043917	311.218156083	-0.24993269367091403	116947.46	0.0072842916	311.2166	TXB2-d4	311,217	[M-H]1-
QExHF03_NM_0001327.mzML	141	NEGATIVE	173.1120156	8.578237e06	1.654661e07	controllerType=0 controllerNumber=1 scan=141	FTMS - p NSI Full ms2 373.2534@hcd27.00 [50.0000-400.0000]	2	373.253387451172	0.25	0.25	HCD	27.0	electronvolt		373.003387451172	373.503387451172		373.2534	null	34.162266	CENTROIDED	1.6054747E7	311.2165222167969	10	311.213487834	311.219712166	-0.24993269367091403	116947.46	0.0072842916	311.2166	TXB2-d4	311,217	[M-H]1-
QExHF03_NM_0001327.mzML	141	NEGATIVE	173.1120156	8.578237e06	1.654661e07	controllerType=0 controllerNumber=1 scan=141	FTMS - p NSI Full ms2 373.2534@hcd27.00 [50.0000-400.0000]	2	373.253387451172	0.25	0.25	HCD	27.0	electronvolt		373.003387451172	373.503387451172		373.2534	null	34.162266	CENTROIDED	1.6054747E7	329.22662353515625	5	329.22545386449997	329.2287461355	-1.4472224302227399	17616.688	0.0010972884	329.2271	TXB2-d4	329,227	[M-H]1-
QExHF03_NM_0001327.mzML	141	NEGATIVE	173.1120156	8.578237e06	1.654661e07	controllerType=0 controllerNumber=1 scan=141	FTMS - p NSI Full ms2 373.2534@hcd27.00 [50.0000-400.0000]	2	373.253387451172	0.25	0.25	HCD	27.0	electronvolt		373.003387451172	373.503387451172		373.2534	null	34.162266	CENTROIDED	1.6054747E7	329.22662353515625	10	329.223807729	329.230392271	-1.4472224302227399	17616.688	0.0010972884	329.2271	TXB2-d4	329,227	[M-H]1-
QExHF03_NM_0001327.mzML	141	NEGATIVE	173.1120156	8.578237e06	1.654661e07	controllerType=0 controllerNumber=1 scan=141	FTMS - p NSI Full ms2 373.2534@hcd27.00 [50.0000-400.0000]	2	373.253387451172	0.25	0.25	HCD	27.0	electronvolt		373.003387451172	373.503387451172		373.2534	null	34.162266	CENTROIDED	1.6054747E7	173.1120147705078	5	173.1110344405	173.11276555950002	0.6629845078301911	8578237.0	0.5343116	173.1119	TXB2-d4	173,112	[M-H]1-
