combinationId	fitFun	term	estimate	std.error	statistic	p.value
12-HETE-d8|[M-H]1-|283.288|[M-H]1-|(-)|283.2879|5|0001295	dlnormPar	shift	250	117.5057278724905	2.12755586069203	0.03378310676527919
12-HETE-d8|[M-H]1-|309.267|[M-H]1-|(-)|309.2674|10|0001295	dlnormPar	meanlog	5.624624819390588	0.3516172740569307	15.996440545978123	6.764482939082843e-49
12-HETE-d8|[M-H]1-|309.267|[M-H]1-|(-)|309.2674|10|0001295	dlnormPar	sdlog	0.04123240670572433	0.01448810739969729	2.845948443658406	0.004565786748711724
12-HETE-d8|[M-H]1-|309.267|[M-H]1-|(-)|309.2674|10|0001295	dlnormPar	scale	0.09801077987525662	6.395341824087798e-4	153.25338749854302	0
12-HETE-d8|[M-H]1-|309.267|[M-H]1-|(-)|309.2674|10|0001295	dlnormPar	shift	250	97.53261373220877	2.563245159064583	0.010591036445389118
12-HETE-d8|[M-H]1-|309.267|[M-H]1-|(-)|309.2674|5|0001295	dlnormPar	meanlog	5.624628397101837	0.3526217793287305	15.95088201247574	1.1732688698759913e-48
12-HETE-d8|[M-H]1-|309.267|[M-H]1-|(-)|309.2674|5|0001295	dlnormPar	sdlog	0.04124275657879683	0.014534015644426353	2.837671128736744	0.0046845899817169875
12-HETE-d8|[M-H]1-|309.267|[M-H]1-|(-)|309.2674|5|0001295	dlnormPar	scale	0.09802459651846357	6.408619754715206e-4	152.95742339267514	0
12-HETE-d8|[M-H]1-|309.267|[M-H]1-|(-)|309.2674|5|0001295	dlnormPar	shift	250	97.81175530308744	2.5559300027417944	0.010814350305714737
12-HETE-d8|[M-H]1-|59.013|[M-H]1-|(-)|59.0133|10|0001295	dlnormPar	meanlog	4.348642781862636	0.018167533199027044	239.36341462667733	0
12-HETE-d8|[M-H]1-|59.013|[M-H]1-|(-)|59.0133|10|0001295	dlnormPar	sdlog	0.28419666816928496	0.013866477150364234	20.495232140617627	1.6636194675132005e-73
12-HETE-d8|[M-H]1-|59.013|[M-H]1-|(-)|59.0133|10|0001295	dlnormPar	scale	0.49641250862594066	0.013225371598349253	37.53486281534057	6.904771487274537e-170
12-HETE-d8|[M-H]1-|59.013|[M-H]1-|(-)|59.0133|10|0001295	dlnormPar	shift	6.787614396735919	2.1846832106761958	3.1069101293798287	0.0019668638150434513
12-HETE-d8|[M-H]1-|59.013|[M-H]1-|(-)|59.0133|5|0001295	dlnormPar	meanlog	4.3484036292549835	0.018745216894135594	231.97403656691608	0
