origin	scanNumber	polarity	basePeakMz	basePeakIntensity	totalIonCurrent	id	scanDefinition	msLevel	isolationWindowTargetMz[0]	isolationWindowLowerOffset[0]	isolationWindowUpperOffset[0]	precursorActivationType	precursorCollisionEnergy	precursorCollisionEnergyUnit	ionInjectionTime[0]	isolationMzMin[0]	isolationMzMax[0]	precursorCharge[0]	precursorMz[0]	msFunction	retentionTime	spectrumType	rawTic	instrument	group	foundMass	foundMassRange[ppm]	foundMassLowerBound	foundMassUpperBound	foundMassError[ppm]	foundIntensity	scanRelativeIntensity	calculatedMass	species	fragment	adduct
STD_neg_MSMS_2min0018.mzML	7	NEGATIVE	718.540126119949	24802	126023	scanId=2813		2	718.539184570313	0.0	0.0	HCD	14.0	electronvolt		718.039184570313	719.039184570313	1	718.539184570313	null	2.805	CENTROIDED	38794.39	MS:1002791	2min0018	718.5395188044555	5	718.5356366187624	718.5428220110556	0.40288620953838866	24906.25	0.64200646	718.539229314909	PE 17:0-17:0	precursor	[M-H]1-
STD_neg_MSMS_2min0018.mzML	7	NEGATIVE	718.540126119949	24802	126023	scanId=2813		2	718.539184570313	0.0	0.0	HCD	14.0	electronvolt		718.039184570313	719.039184570313	1	718.539184570313	null	2.805	CENTROIDED	38794.39	MS:1002791	2min0018	718.5395188044555	10	718.5320439226159	718.5464147072021	0.40288620953838866	24906.25	0.64200646	718.539229314909	PE 17:0-17:0	precursor	[M-H]1-
STD_neg_MSMS_2min0018.mzML	7	NEGATIVE	718.540126119949	24802	126023	scanId=2813		2	718.539184570313	0.0	0.0	HCD	14.0	electronvolt		718.039184570313	719.039184570313	1	718.539184570313	null	2.805	CENTROIDED	38794.39	MS:1002791	2min0018	448.28355390650825	5	448.28110744816564	448.2855902816544	0.45739284930946816	229.14583	0.005906674	448.28334886491	PE 17:0-17:0	-FA 17:0(+HO)	[M-H]1-
STD_neg_MSMS_2min0018.mzML	7	NEGATIVE	718.540126119949	24802	126023	scanId=2813		2	718.539184570313	0.0	0.0	HCD	14.0	electronvolt		718.039184570313	719.039184570313	1	718.539184570313	null	2.805	CENTROIDED	38794.39	MS:1002791	2min0018	448.28355390650825	10	448.2788660314214	448.28783169839863	0.45739284930946816	229.14583	0.005906674	448.28334886491	PE 17:0-17:0	-FA 17:0(+HO)	[M-H]1-
STD_neg_MSMS_2min0018.mzML	8	NEGATIVE	718.540126119949	26181	136418	scanId=2911		2	718.539184570313	0.0	0.0	HCD	15.0	electronvolt		718.039184570313	719.039184570313	1	718.539184570313	null	2.9029999	CENTROIDED	40615.21	MS:1002791	2min0018	269.24794850133276	5	269.247257751889	269.249950237929	-2.43452915449395	5586.3916	0.13754432	269.248603994909	PE 17:0-17:0	FA 17:0(+O)	[M-H]1-
STD_neg_MSMS_2min0018.mzML	8	NEGATIVE	718.540126119949	26181	136418	scanId=2911		2	718.539184570313	0.0	0.0	HCD	15.0	electronvolt		718.039184570313	719.039184570313	1	718.539184570313	null	2.9029999	CENTROIDED	40615.21	MS:1002791	2min0018	269.24794850133276	10	269.245911508869	269.25129648094895	-2.43452915449395	5586.3916	0.13754432	269.248603994909	PE 17:0-17:0	FA 17:0(+O)	[M-H]1-
STD_neg_MSMS_2min0018.mzML	8	NEGATIVE	718.540126119949	26181	136418	scanId=2911		2	718.539184570313	0.0	0.0	HCD	15.0	electronvolt		718.039184570313	719.039184570313	1	718.539184570313	null	2.9029999	CENTROIDED	40615.21	MS:1002791	2min0018	718.5384110531171	5	718.5356366187624	718.5428220110556	-1.1387851330985772	26565.957	0.65408885	718.539229314909	PE 17:0-17:0	precursor	[M-H]1-
STD_neg_MSMS_2min0018.mzML	8	NEGATIVE	718.540126119949	26181	136418	scanId=2911		2	718.539184570313	0.0	0.0	HCD	15.0	electronvolt		718.039184570313	719.039184570313	1	718.539184570313	null	2.9029999	CENTROIDED	40615.21	MS:1002791	2min0018	718.5384110531171	10	718.5320439226159	718.5464147072021	-1.1387851330985772	26565.957	0.65408885	718.539229314909	PE 17:0-17:0	precursor	[M-H]1-
STD_neg_MSMS_2min0018.mzML	8	NEGATIVE	718.540126119949	26181	136418	scanId=2911		2	718.539184570313	0.0	0.0	HCD	15.0	electronvolt		718.039184570313	719.039184570313	1	718.539184570313	null	2.9029999	CENTROIDED	40615.21	MS:1002791	2min0018	466.29317435784975	5	466.2915820953412	466.2962450344769	-1.5852813810441597	376.62686	0.009273049	466.293913564909	PE 17:0-17:0	-FA 17:0(-H)	[M-H]1-
STD_neg_MSMS_2min0018.mzML	8	NEGATIVE	718.540126119949	26181	136418	scanId=2911		2	718.539184570313	0.0	0.0	HCD	15.0	electronvolt		718.039184570313	719.039184570313	1	718.539184570313	null	2.9029999	CENTROIDED	40615.21	MS:1002791	2min0018	466.29317435784975	10	466.2892506257734	466.2985765040447	-1.5852813810441597	376.62686	0.009273049	466.293913564909	PE 17:0-17:0	-FA 17:0(-H)	[M-H]1-
STD_neg_MSMS_2min0018.mzML	9	NEGATIVE	718.540126119949	22893	123320	scanId=3010		2	718.539184570313	0.0	0.0	HCD	16.0	electronvolt		718.039184570313	719.039184570313	1	718.539184570313	null	3.002	CENTROIDED	38032.004	MS:1002791	2min0018	269.24823456949156	5	269.247257751889	269.249950237929	-1.372060660485346	5686.906	0.14952949	269.248603994909	PE 17:0-17:0	FA 17:0(+O)	[M-H]1-
STD_neg_MSMS_2min0018.mzML	9	NEGATIVE	718.540126119949	22893	123320	scanId=3010		2	718.539184570313	0.0	0.0	HCD	16.0	electronvolt		718.039184570313	719.039184570313	1	718.539184570313	null	3.002	CENTROIDED	38032.004	MS:1002791	2min0018	269.24823456949156	10	269.245911508869	269.25129648094895	-1.372060660485346	5686.906	0.14952949	269.248603994909	PE 17:0-17:0	FA 17:0(+O)	[M-H]1-
STD_neg_MSMS_2min0018.mzML	9	NEGATIVE	718.540126119949	22893	123320	scanId=3010		2	718.539184570313	0.0	0.0	HCD	16.0	electronvolt		718.039184570313	719.039184570313	1	718.539184570313	null	3.002	CENTROIDED	38032.004	MS:1002791	2min0018	718.5398641373345	5	718.5356366187624	718.5428220110556	0.8834902807926642	22945.754	0.6033275	718.539229314909	PE 17:0-17:0	precursor	[M-H]1-
STD_neg_MSMS_2min0018.mzML	9	NEGATIVE	718.540126119949	22893	123320	scanId=3010		2	718.539184570313	0.0	0.0	HCD	16.0	electronvolt		718.039184570313	719.039184570313	1	718.539184570313	null	3.002	CENTROIDED	38032.004	MS:1002791	2min0018	718.5398641373345	10	718.5320439226159	718.5464147072021	0.8834902807926642	22945.754	0.6033275	718.539229314909	PE 17:0-17:0	precursor	[M-H]1-
STD_neg_MSMS_2min0018.mzML	9	NEGATIVE	718.540126119949	22893	123320	scanId=3010		2	718.539184570313	0.0	0.0	HCD	16.0	electronvolt		718.039184570313	719.039184570313	1	718.539184570313	null	3.002	CENTROIDED	38032.004	MS:1002791	2min0018	466.29349691589084	5	466.2915820953412	466.2962450344769	-0.893533040120621	360.99408	0.00949185	466.293913564909	PE 17:0-17:0	-FA 17:0(-H)	[M-H]1-
STD_neg_MSMS_2min0018.mzML	9	NEGATIVE	718.540126119949	22893	123320	scanId=3010		2	718.539184570313	0.0	0.0	HCD	16.0	electronvolt		718.039184570313	719.039184570313	1	718.539184570313	null	3.002	CENTROIDED	38032.004	MS:1002791	2min0018	466.29349691589084	10	466.2892506257734	466.2985765040447	-0.893533040120621	360.99408	0.00949185	466.293913564909	PE 17:0-17:0	-FA 17:0(-H)	[M-H]1-
STD_neg_MSMS_2min0018.mzML	10	NEGATIVE	718.540126119949	20829	118333	scanId=3109		2	718.539184570313	0.0	0.0	HCD	17.0	electronvolt		718.039184570313	719.039184570313	1	718.539184570313	null	3.101	CENTROIDED	37276.344	MS:1002791	2min0018	269.24838769800687	5	269.247257751889	269.249950237929	-0.8033352779363089	6999.7827	0.18778083	269.248603994909	PE 17:0-17:0	FA 17:0(+O)	[M-H]1-
STD_neg_MSMS_2min0018.mzML	10	NEGATIVE	718.540126119949	20829	118333	scanId=3109		2	718.539184570313	0.0	0.0	HCD	17.0	electronvolt		718.039184570313	719.039184570313	1	718.539184570313	null	3.101	CENTROIDED	37276.344	MS:1002791	2min0018	269.24838769800687	10	269.245911508869	269.25129648094895	-0.8033352779363089	6999.7827	0.18778083	269.248603994909	PE 17:0-17:0	FA 17:0(+O)	[M-H]1-
STD_neg_MSMS_2min0018.mzML	10	NEGATIVE	718.540126119949	20829	118333	scanId=3109		2	718.539184570313	0.0	0.0	HCD	17.0	electronvolt		718.039184570313	719.039184570313	1	718.539184570313	null	3.101	CENTROIDED	37276.344	MS:1002791	2min0018	718.5395498062366	5	718.5356366187624	718.5428220110556	0.44603177458008825	20900.238	0.5606837	718.539229314909	PE 17:0-17:0	precursor	[M-H]1-
STD_neg_MSMS_2min0018.mzML	10	NEGATIVE	718.540126119949	20829	118333	scanId=3109		2	718.539184570313	0.0	0.0	HCD	17.0	electronvolt		718.039184570313	719.039184570313	1	718.539184570313	null	3.101	CENTROIDED	37276.344	MS:1002791	2min0018	718.5395498062366	10	718.5320439226159	718.5464147072021	0.44603177458008825	20900.238	0.5606837	718.539229314909	PE 17:0-17:0	precursor	[M-H]1-
STD_neg_MSMS_2min0018.mzML	10	NEGATIVE	718.540126119949	20829	118333	scanId=3109		2	718.539184570313	0.0	0.0	HCD	17.0	electronvolt		718.039184570313	719.039184570313	1	718.539184570313	null	3.101	CENTROIDED	37276.344	MS:1002791	2min0018	196.0389158179214	5	196.03705292474345	196.0390133050746	4.502713062196975	100.983604	0.0027090535	196.038033114909	PE 17:0-17:0	HG(PE 196)	[M-H]1-
STD_neg_MSMS_2min0018.mzML	10	NEGATIVE	718.540126119949	20829	118333	scanId=3109		2	718.539184570313	0.0	0.0	HCD	17.0	electronvolt		718.039184570313	719.039184570313	1	718.539184570313	null	3.101	CENTROIDED	37276.344	MS:1002791	2min0018	196.0389158179214	10	196.03607273457786	196.03999349524017	4.502713062196975	100.983604	0.0027090535	196.038033114909	PE 17:0-17:0	HG(PE 196)	[M-H]1-
STD_neg_MSMS_2min0018.mzML	11	NEGATIVE	718.540126119949	20558	125930	scanId=3208		2	718.539184570313	0.0	0.0	HCD	18.0	electronvolt		718.039184570313	719.039184570313	1	718.539184570313	null	3.2	CENTROIDED	39383.22	MS:1002791	2min0018	269.2479383013881	5	269.247257751889	269.249950237929	-2.4724121537106334	9036.124	0.22944097	269.248603994909	PE 17:0-17:0	FA 17:0(+O)	[M-H]1-
STD_neg_MSMS_2min0018.mzML	11	NEGATIVE	718.540126119949	20558	125930	scanId=3208		2	718.539184570313	0.0	0.0	HCD	18.0	electronvolt		718.039184570313	719.039184570313	1	718.539184570313	null	3.2	CENTROIDED	39383.22	MS:1002791	2min0018	269.2479383013881	10	269.245911508869	269.25129648094895	-2.4724121537106334	9036.124	0.22944097	269.248603994909	PE 17:0-17:0	FA 17:0(+O)	[M-H]1-
STD_neg_MSMS_2min0018.mzML	11	NEGATIVE	718.540126119949	20558	125930	scanId=3208		2	718.539184570313	0.0	0.0	HCD	18.0	electronvolt		718.039184570313	719.039184570313	1	718.539184570313	null	3.2	CENTROIDED	39383.22	MS:1002791	2min0018	718.5392369179375	5	718.5356366187624	718.5428220110556	0.010581229523777545	20689.836	0.5253465	718.539229314909	PE 17:0-17:0	precursor	[M-H]1-
STD_neg_MSMS_2min0018.mzML	11	NEGATIVE	718.540126119949	20558	125930	scanId=3208		2	718.539184570313	0.0	0.0	HCD	18.0	electronvolt		718.039184570313	719.039184570313	1	718.539184570313	null	3.2	CENTROIDED	39383.22	MS:1002791	2min0018	718.5392369179375	10	718.5320439226159	718.5464147072021	0.010581229523777545	20689.836	0.5253465	718.539229314909	PE 17:0-17:0	precursor	[M-H]1-
STD_neg_MSMS_2min0018.mzML	11	NEGATIVE	718.540126119949	20558	125930	scanId=3208		2	718.539184570313	0.0	0.0	HCD	18.0	electronvolt		718.039184570313	719.039184570313	1	718.539184570313	null	3.2	CENTROIDED	39383.22	MS:1002791	2min0018	196.0383808866993	5	196.03705292474345	196.0390133050746	1.7740016299294374	95.18695	0.0024169418	196.038033114909	PE 17:0-17:0	HG(PE 196)	[M-H]1-
STD_neg_MSMS_2min0018.mzML	11	NEGATIVE	718.540126119949	20558	125930	scanId=3208		2	718.539184570313	0.0	0.0	HCD	18.0	electronvolt		718.039184570313	719.039184570313	1	718.539184570313	null	3.2	CENTROIDED	39383.22	MS:1002791	2min0018	196.0383808866993	10	196.03607273457786	196.03999349524017	1.7740016299294374	95.18695	0.0024169418	196.038033114909	PE 17:0-17:0	HG(PE 196)	[M-H]1-
