instrument	origin	scanNumber	polarity	basePeakMz	basePeakIntensity	totalIonCurrent	id	scanDefinition	msLevel	isolationWindowTargetMz[0]	isolationWindowLowerOffset[0]	isolationWindowUpperOffset[0]	precursorActivationType	precursorCollisionEnergy	precursorCollisionEnergyUnit	ionInjectionTime[0]	isolationMzMin[0]	isolationMzMax[0]	precursorCharge[0]	precursorMz[0]	msFunction	retentionTime	spectrumType	rawTic	foundMass	foundMassRange[ppm]	foundMassLowerBound	foundMassUpperBound	foundMassError[ppm]	foundIntensity	scanRelativeIntensity	calculatedMass	species	fragment	adduct
null	QExHF03_NM_0001544.mzML	105	NEGATIVE	718.5395405	1.1746749e06	1.3804678e06	controllerType=0 controllerNumber=1 scan=105	FTMS - p NSI Full ms2 718.5392@hcd12.00 [50.0000-750.0000]	2	718.539184570313	0.25	0.25	HCD	12.0	electronvolt		718.289184570313	718.789184570313		718.5392	null	28.716349	CENTROIDED	1320236.6	269.248779296875	10	269.245911508869	269.25129648094895	0.6510784583801424	62643.383	0.0474486	269.248603994909	PE 17:0-17:0	FA 17:0(+O)	[M-H]1-
null	QExHF03_NM_0001544.mzML	105	NEGATIVE	718.5395405	1.1746749e06	1.3804678e06	controllerType=0 controllerNumber=1 scan=105	FTMS - p NSI Full ms2 718.5392@hcd12.00 [50.0000-750.0000]	2	718.539184570313	0.25	0.25	HCD	12.0	electronvolt		718.289184570313	718.789184570313		718.5392	null	28.716349	CENTROIDED	1320236.6	718.53955078125	5	718.5356366187624	718.5428220110556	0.4473887129485933	1174674.9	0.8897457	718.539229314909	PE 17:0-17:0	precursor	[M-H]1-
null	QExHF03_NM_0001544.mzML	105	NEGATIVE	718.5395405	1.1746749e06	1.3804678e06	controllerType=0 controllerNumber=1 scan=105	FTMS - p NSI Full ms2 718.5392@hcd12.00 [50.0000-750.0000]	2	718.539184570313	0.25	0.25	HCD	12.0	electronvolt		718.289184570313	718.789184570313		718.5392	null	28.716349	CENTROIDED	1320236.6	718.53955078125	10	718.5320439226159	718.5464147072021	0.4473887129485933	1174674.9	0.8897457	718.539229314909	PE 17:0-17:0	precursor	[M-H]1-
null	QExHF03_NM_0001544.mzML	106	NEGATIVE	718.5394368	1.1998564e06	1.4236104e06	controllerType=0 controllerNumber=1 scan=106	FTMS - p NSI Full ms2 718.5392@hcd13.00 [50.0000-750.0000]	2	718.539184570313	0.25	0.25	HCD	13.0	electronvolt		718.289184570313	718.789184570313		718.5392	null	28.973469	CENTROIDED	1361821.9	269.2486572265625	5	269.247257751889	269.249950237929	0.19770447356160598	101803.28	0.074755214	269.248603994909	PE 17:0-17:0	FA 17:0(+O)	[M-H]1-
null	QExHF03_NM_0001544.mzML	106	NEGATIVE	718.5394368	1.1998564e06	1.4236104e06	controllerType=0 controllerNumber=1 scan=106	FTMS - p NSI Full ms2 718.5392@hcd13.00 [50.0000-750.0000]	2	718.539184570313	0.25	0.25	HCD	13.0	electronvolt		718.289184570313	718.789184570313		718.5392	null	28.973469	CENTROIDED	1361821.9	269.2486572265625	10	269.245911508869	269.25129648094895	0.19770447356160598	101803.28	0.074755214	269.248603994909	PE 17:0-17:0	FA 17:0(+O)	[M-H]1-
null	QExHF03_NM_0001544.mzML	106	NEGATIVE	718.5394368	1.1998564e06	1.4236104e06	controllerType=0 controllerNumber=1 scan=106	FTMS - p NSI Full ms2 718.5392@hcd13.00 [50.0000-750.0000]	2	718.539184570313	0.25	0.25	HCD	13.0	electronvolt		718.289184570313	718.789184570313		718.5392	null	28.973469	CENTROIDED	1361821.9	718.5394287109375	5	718.5356366187624	718.5428220110556	0.2775019377806071	1199856.4	0.88106704	718.539229314909	PE 17:0-17:0	precursor	[M-H]1-
null	QExHF03_NM_0001544.mzML	106	NEGATIVE	718.5394368	1.1998564e06	1.4236104e06	controllerType=0 controllerNumber=1 scan=106	FTMS - p NSI Full ms2 718.5392@hcd13.00 [50.0000-750.0000]	2	718.539184570313	0.25	0.25	HCD	13.0	electronvolt		718.289184570313	718.789184570313		718.5392	null	28.973469	CENTROIDED	1361821.9	718.5394287109375	10	718.5320439226159	718.5464147072021	0.2775019377806071	1199856.4	0.88106704	718.539229314909	PE 17:0-17:0	precursor	[M-H]1-
null	QExHF03_NM_0001544.mzML	106	NEGATIVE	718.5394368	1.1998564e06	1.4236104e06	controllerType=0 controllerNumber=1 scan=106	FTMS - p NSI Full ms2 718.5392@hcd13.00 [50.0000-750.0000]	2	718.539184570313	0.25	0.25	HCD	13.0	electronvolt		718.289184570313	718.789184570313		718.5392	null	28.973469	CENTROIDED	1361821.9	466.2935485839844	5	466.2915820953412	466.2962450344769	-0.7827271899254186	7358.953	0.005403756	466.293913564909	PE 17:0-17:0	-FA 17:0(-H)	[M-H]1-
null	QExHF03_NM_0001544.mzML	106	NEGATIVE	718.5394368	1.1998564e06	1.4236104e06	controllerType=0 controllerNumber=1 scan=106	FTMS - p NSI Full ms2 718.5392@hcd13.00 [50.0000-750.0000]	2	718.539184570313	0.25	0.25	HCD	13.0	electronvolt		718.289184570313	718.789184570313		718.5392	null	28.973469	CENTROIDED	1361821.9	466.2935485839844	10	466.2892506257734	466.2985765040447	-0.7827271899254186	7358.953	0.005403756	466.293913564909	PE 17:0-17:0	-FA 17:0(-H)	[M-H]1-
null	QExHF03_NM_0001544.mzML	107	NEGATIVE	718.5394671	1.0493599e06	1.3569622e06	controllerType=0 controllerNumber=1 scan=107	FTMS - p NSI Full ms2 718.5392@hcd14.00 [50.0000-750.0000]	2	718.539184570313	0.25	0.25	HCD	14.0	electronvolt		718.289184570313	718.789184570313		718.5392	null	29.230593	CENTROIDED	1302130.1	269.2485656738281	5	269.247257751889	269.249950237929	-0.14232601505229636	153139.66	0.11760703	269.248603994909	PE 17:0-17:0	FA 17:0(+O)	[M-H]1-
null	QExHF03_NM_0001544.mzML	107	NEGATIVE	718.5394671	1.0493599e06	1.3569622e06	controllerType=0 controllerNumber=1 scan=107	FTMS - p NSI Full ms2 718.5392@hcd14.00 [50.0000-750.0000]	2	718.539184570313	0.25	0.25	HCD	14.0	electronvolt		718.289184570313	718.789184570313		718.5392	null	29.230593	CENTROIDED	1302130.1	269.2485656738281	10	269.245911508869	269.25129648094895	-0.14232601505229636	153139.66	0.11760703	269.248603994909	PE 17:0-17:0	FA 17:0(+O)	[M-H]1-
null	QExHF03_NM_0001544.mzML	107	NEGATIVE	718.5394671	1.0493599e06	1.3569622e06	controllerType=0 controllerNumber=1 scan=107	FTMS - p NSI Full ms2 718.5392@hcd14.00 [50.0000-750.0000]	2	718.539184570313	0.25	0.25	HCD	14.0	electronvolt		718.289184570313	718.789184570313		718.5392	null	29.230593	CENTROIDED	1302130.1	718.5394897460938	5	718.5356366187624	718.5428220110556	0.36244532536460017	1049359.9	0.8058794	718.539229314909	PE 17:0-17:0	precursor	[M-H]1-
null	QExHF03_NM_0001544.mzML	107	NEGATIVE	718.5394671	1.0493599e06	1.3569622e06	controllerType=0 controllerNumber=1 scan=107	FTMS - p NSI Full ms2 718.5392@hcd14.00 [50.0000-750.0000]	2	718.539184570313	0.25	0.25	HCD	14.0	electronvolt		718.289184570313	718.789184570313		718.5392	null	29.230593	CENTROIDED	1302130.1	718.5394897460938	10	718.5320439226159	718.5464147072021	0.36244532536460017	1049359.9	0.8058794	718.539229314909	PE 17:0-17:0	precursor	[M-H]1-
null	QExHF03_NM_0001544.mzML	107	NEGATIVE	718.5394671	1.0493599e06	1.3569622e06	controllerType=0 controllerNumber=1 scan=107	FTMS - p NSI Full ms2 718.5392@hcd14.00 [50.0000-750.0000]	2	718.539184570313	0.25	0.25	HCD	14.0	electronvolt		718.289184570313	718.789184570313		718.5392	null	29.230593	CENTROIDED	1302130.1	466.2926025390625	5	466.2915820953412	466.2962450344769	-2.811586873386221	10012.32	0.007689186	466.293913564909	PE 17:0-17:0	-FA 17:0(-H)	[M-H]1-
null	QExHF03_NM_0001544.mzML	107	NEGATIVE	718.5394671	1.0493599e06	1.3569622e06	controllerType=0 controllerNumber=1 scan=107	FTMS - p NSI Full ms2 718.5392@hcd14.00 [50.0000-750.0000]	2	718.539184570313	0.25	0.25	HCD	14.0	electronvolt		718.289184570313	718.789184570313		718.5392	null	29.230593	CENTROIDED	1302130.1	466.2926025390625	10	466.2892506257734	466.2985765040447	-2.811586873386221	10012.32	0.007689186	466.293913564909	PE 17:0-17:0	-FA 17:0(-H)	[M-H]1-
null	QExHF03_NM_0001544.mzML	108	NEGATIVE	718.5392859	9.9536056e05	1.3367608e06	controllerType=0 controllerNumber=1 scan=108	FTMS - p NSI Full ms2 718.5392@hcd15.00 [50.0000-750.0000]	2	718.539184570313	0.25	0.25	HCD	15.0	electronvolt		718.289184570313	718.789184570313		718.5392	null	29.487612	CENTROIDED	1286724.2	269.24859619140625	5	269.247257751889	269.249950237929	-0.028982518847662248	227016.1	0.17642948	269.248603994909	PE 17:0-17:0	FA 17:0(+O)	[M-H]1-
null	QExHF03_NM_0001544.mzML	108	NEGATIVE	718.5392859	9.9536056e05	1.3367608e06	controllerType=0 controllerNumber=1 scan=108	FTMS - p NSI Full ms2 718.5392@hcd15.00 [50.0000-750.0000]	2	718.539184570313	0.25	0.25	HCD	15.0	electronvolt		718.289184570313	718.789184570313		718.5392	null	29.487612	CENTROIDED	1286724.2	269.24859619140625	10	269.245911508869	269.25129648094895	-0.028982518847662248	227016.1	0.17642948	269.248603994909	PE 17:0-17:0	FA 17:0(+O)	[M-H]1-
null	QExHF03_NM_0001544.mzML	108	NEGATIVE	718.5392859	9.9536056e05	1.3367608e06	controllerType=0 controllerNumber=1 scan=108	FTMS - p NSI Full ms2 718.5392@hcd15.00 [50.0000-750.0000]	2	718.539184570313	0.25	0.25	HCD	15.0	electronvolt		718.289184570313	718.789184570313		718.5392	null	29.487612	CENTROIDED	1286724.2	718.539306640625	5	718.5356366187624	718.5428220110556	0.10761516261262093	995360.56	0.77356166	718.539229314909	PE 17:0-17:0	precursor	[M-H]1-
null	QExHF03_NM_0001544.mzML	108	NEGATIVE	718.5392859	9.9536056e05	1.3367608e06	controllerType=0 controllerNumber=1 scan=108	FTMS - p NSI Full ms2 718.5392@hcd15.00 [50.0000-750.0000]	2	718.539184570313	0.25	0.25	HCD	15.0	electronvolt		718.289184570313	718.789184570313		718.5392	null	29.487612	CENTROIDED	1286724.2	718.539306640625	10	718.5320439226159	718.5464147072021	0.10761516261262093	995360.56	0.77356166	718.539229314909	PE 17:0-17:0	precursor	[M-H]1-
null	QExHF03_NM_0001544.mzML	108	NEGATIVE	718.5392859	9.9536056e05	1.3367608e06	controllerType=0 controllerNumber=1 scan=108	FTMS - p NSI Full ms2 718.5392@hcd15.00 [50.0000-750.0000]	2	718.539184570313	0.25	0.25	HCD	15.0	electronvolt		718.289184570313	718.789184570313		718.5392	null	29.487612	CENTROIDED	1286724.2	466.2939758300781	5	466.2915820953412	466.2962450344769	0.13353202196010505	11187.197	0.008694324	466.293913564909	PE 17:0-17:0	-FA 17:0(-H)	[M-H]1-
null	QExHF03_NM_0001544.mzML	108	NEGATIVE	718.5392859	9.9536056e05	1.3367608e06	controllerType=0 controllerNumber=1 scan=108	FTMS - p NSI Full ms2 718.5392@hcd15.00 [50.0000-750.0000]	2	718.539184570313	0.25	0.25	HCD	15.0	electronvolt		718.289184570313	718.789184570313		718.5392	null	29.487612	CENTROIDED	1286724.2	466.2939758300781	10	466.2892506257734	466.2985765040447	0.13353202196010505	11187.197	0.008694324	466.293913564909	PE 17:0-17:0	-FA 17:0(-H)	[M-H]1-
null	QExHF03_NM_0001544.mzML	109	NEGATIVE	718.5392	9.1900688e05	1.3337102e06	controllerType=0 controllerNumber=1 scan=109	FTMS - p NSI Full ms2 718.5392@hcd16.00 [50.0000-750.0000]	2	718.539184570313	0.25	0.25	HCD	16.0	electronvolt		718.289184570313	718.789184570313		718.5392	null	29.744728	CENTROIDED	1289887.8	269.24853515625	5	269.247257751889	269.249950237929	-0.2556695112569305	302552.4	0.23455715	269.248603994909	PE 17:0-17:0	FA 17:0(+O)	[M-H]1-
null	QExHF03_NM_0001544.mzML	109	NEGATIVE	718.5392	9.1900688e05	1.3337102e06	controllerType=0 controllerNumber=1 scan=109	FTMS - p NSI Full ms2 718.5392@hcd16.00 [50.0000-750.0000]	2	718.539184570313	0.25	0.25	HCD	16.0	electronvolt		718.289184570313	718.789184570313		718.5392	null	29.744728	CENTROIDED	1289887.8	269.24853515625	10	269.245911508869	269.25129648094895	-0.2556695112569305	302552.4	0.23455715	269.248603994909	PE 17:0-17:0	FA 17:0(+O)	[M-H]1-
null	QExHF03_NM_0001544.mzML	109	NEGATIVE	718.5392	9.1900688e05	1.3337102e06	controllerType=0 controllerNumber=1 scan=109	FTMS - p NSI Full ms2 718.5392@hcd16.00 [50.0000-750.0000]	2	718.539184570313	0.25	0.25	HCD	16.0	electronvolt		718.289184570313	718.789184570313		718.5392	null	29.744728	CENTROIDED	1289887.8	448.2842712402344	5	448.28110744816564	448.2855902816544	2.0575721286550026	8743.177	0.0067782463	448.28334886491	PE 17:0-17:0	-FA 17:0(+HO)	[M-H]1-
null	QExHF03_NM_0001544.mzML	109	NEGATIVE	718.5392	9.1900688e05	1.3337102e06	controllerType=0 controllerNumber=1 scan=109	FTMS - p NSI Full ms2 718.5392@hcd16.00 [50.0000-750.0000]	2	718.539184570313	0.25	0.25	HCD	16.0	electronvolt		718.289184570313	718.789184570313		718.5392	null	29.744728	CENTROIDED	1289887.8	448.2842712402344	10	448.2788660314214	448.28783169839863	2.0575721286550026	8743.177	0.0067782463	448.28334886491	PE 17:0-17:0	-FA 17:0(+HO)	[M-H]1-
null	QExHF03_NM_0001544.mzML	109	NEGATIVE	718.5392	9.1900688e05	1.3337102e06	controllerType=0 controllerNumber=1 scan=109	FTMS - p NSI Full ms2 718.5392@hcd16.00 [50.0000-750.0000]	2	718.539184570313	0.25	0.25	HCD	16.0	electronvolt		718.289184570313	718.789184570313		718.5392	null	29.744728	CENTROIDED	1289887.8	718.5391845703125	5	718.5356366187624	718.5428220110556	-0.06227161255536524	919006.9	0.7124704	718.539229314909	PE 17:0-17:0	precursor	[M-H]1-
null	QExHF03_NM_0001544.mzML	109	NEGATIVE	718.5392	9.1900688e05	1.3337102e06	controllerType=0 controllerNumber=1 scan=109	FTMS - p NSI Full ms2 718.5392@hcd16.00 [50.0000-750.0000]	2	718.539184570313	0.25	0.25	HCD	16.0	electronvolt		718.289184570313	718.789184570313		718.5392	null	29.744728	CENTROIDED	1289887.8	718.5391845703125	10	718.5320439226159	718.5464147072021	-0.06227161255536524	919006.9	0.7124704	718.539229314909	PE 17:0-17:0	precursor	[M-H]1-
null	QExHF03_NM_0001544.mzML	109	NEGATIVE	718.5392	9.1900688e05	1.3337102e06	controllerType=0 controllerNumber=1 scan=109	FTMS - p NSI Full ms2 718.5392@hcd16.00 [50.0000-750.0000]	2	718.539184570313	0.25	0.25	HCD	16.0	electronvolt		718.289184570313	718.789184570313		718.5392	null	29.744728	CENTROIDED	1289887.8	466.2938537597656	5	466.2915820953412	466.2962450344769	-0.12825632429290168	16649.611	0.012907798	466.293913564909	PE 17:0-17:0	-FA 17:0(-H)	[M-H]1-
null	QExHF03_NM_0001544.mzML	109	NEGATIVE	718.5392	9.1900688e05	1.3337102e06	controllerType=0 controllerNumber=1 scan=109	FTMS - p NSI Full ms2 718.5392@hcd16.00 [50.0000-750.0000]	2	718.539184570313	0.25	0.25	HCD	16.0	electronvolt		718.289184570313	718.789184570313		718.5392	null	29.744728	CENTROIDED	1289887.8	466.2938537597656	10	466.2892506257734	466.2985765040447	-0.12825632429290168	16649.611	0.012907798	466.293913564909	PE 17:0-17:0	-FA 17:0(-H)	[M-H]1-
null	QExHF03_NM_0001544.mzML	110	NEGATIVE	718.5393347	8.4630769e05	1.424403e06	controllerType=0 controllerNumber=1 scan=110	FTMS - p NSI Full ms2 718.5392@hcd17.00 [50.0000-750.0000]	2	718.539184570313	0.25	0.25	HCD	17.0	electronvolt		718.289184570313	718.789184570313		718.5392	null	30.003845	CENTROIDED	1388626.2	269.24853515625	5	269.247257751889	269.249950237929	-0.2556695112569305	453677.72	0.32670975	269.248603994909	PE 17:0-17:0	FA 17:0(+O)	[M-H]1-
null	QExHF03_NM_0001544.mzML	110	NEGATIVE	718.5393347	8.4630769e05	1.424403e06	controllerType=0 controllerNumber=1 scan=110	FTMS - p NSI Full ms2 718.5392@hcd17.00 [50.0000-750.0000]	2	718.539184570313	0.25	0.25	HCD	17.0	electronvolt		718.289184570313	718.789184570313		718.5392	null	30.003845	CENTROIDED	1388626.2	269.24853515625	10	269.245911508869	269.25129648094895	-0.2556695112569305	453677.72	0.32670975	269.248603994909	PE 17:0-17:0	FA 17:0(+O)	[M-H]1-
null	QExHF03_NM_0001544.mzML	110	NEGATIVE	718.5393347	8.4630769e05	1.424403e06	controllerType=0 controllerNumber=1 scan=110	FTMS - p NSI Full ms2 718.5392@hcd17.00 [50.0000-750.0000]	2	718.539184570313	0.25	0.25	HCD	17.0	electronvolt		718.289184570313	718.789184570313		718.5392	null	30.003845	CENTROIDED	1388626.2	448.2830505371094	5	448.28110744816564	448.2855902816544	-0.6654893637937351	9849.302	0.0070928386	448.28334886491	PE 17:0-17:0	-FA 17:0(+HO)	[M-H]1-
null	QExHF03_NM_0001544.mzML	110	NEGATIVE	718.5393347	8.4630769e05	1.424403e06	controllerType=0 controllerNumber=1 scan=110	FTMS - p NSI Full ms2 718.5392@hcd17.00 [50.0000-750.0000]	2	718.539184570313	0.25	0.25	HCD	17.0	electronvolt		718.289184570313	718.789184570313		718.5392	null	30.003845	CENTROIDED	1388626.2	448.2830505371094	10	448.2788660314214	448.28783169839863	-0.6654893637937351	9849.302	0.0070928386	448.28334886491	PE 17:0-17:0	-FA 17:0(+HO)	[M-H]1-
null	QExHF03_NM_0001544.mzML	110	NEGATIVE	718.5393347	8.4630769e05	1.424403e06	controllerType=0 controllerNumber=1 scan=110	FTMS - p NSI Full ms2 718.5392@hcd17.00 [50.0000-750.0000]	2	718.539184570313	0.25	0.25	HCD	17.0	electronvolt		718.289184570313	718.789184570313		718.5392	null	30.003845	CENTROIDED	1388626.2	718.539306640625	5	718.5356366187624	718.5428220110556	0.10761516261262093	846307.7	0.6094568	718.539229314909	PE 17:0-17:0	precursor	[M-H]1-
null	QExHF03_NM_0001544.mzML	110	NEGATIVE	718.5393347	8.4630769e05	1.424403e06	controllerType=0 controllerNumber=1 scan=110	FTMS - p NSI Full ms2 718.5392@hcd17.00 [50.0000-750.0000]	2	718.539184570313	0.25	0.25	HCD	17.0	electronvolt		718.289184570313	718.789184570313		718.5392	null	30.003845	CENTROIDED	1388626.2	718.539306640625	10	718.5320439226159	718.5464147072021	0.10761516261262093	846307.7	0.6094568	718.539229314909	PE 17:0-17:0	precursor	[M-H]1-
null	QExHF03_NM_0001544.mzML	110	NEGATIVE	718.5393347	8.4630769e05	1.424403e06	controllerType=0 controllerNumber=1 scan=110	FTMS - p NSI Full ms2 718.5392@hcd17.00 [50.0000-750.0000]	2	718.539184570313	0.25	0.25	HCD	17.0	electronvolt		718.289184570313	718.789184570313		718.5392	null	30.003845	CENTROIDED	1388626.2	466.2933044433594	5	466.2915820953412	466.2962450344769	-1.306303882431432	27598.004	0.019874321	466.293913564909	PE 17:0-17:0	-FA 17:0(-H)	[M-H]1-
null	QExHF03_NM_0001544.mzML	110	NEGATIVE	718.5393347	8.4630769e05	1.424403e06	controllerType=0 controllerNumber=1 scan=110	FTMS - p NSI Full ms2 718.5392@hcd17.00 [50.0000-750.0000]	2	718.539184570313	0.25	0.25	HCD	17.0	electronvolt		718.289184570313	718.789184570313		718.5392	null	30.003845	CENTROIDED	1388626.2	466.2933044433594	10	466.2892506257734	466.2985765040447	-1.306303882431432	27598.004	0.019874321	466.293913564909	PE 17:0-17:0	-FA 17:0(-H)	[M-H]1-
null	QExHF03_NM_0001544.mzML	111	NEGATIVE	718.5394124	7.5586906e05	1.5502199e06	controllerType=0 controllerNumber=1 scan=111	FTMS - p NSI Full ms2 718.5392@hcd18.00 [50.0000-750.0000]	2	718.539184570313	0.25	0.25	HCD	18.0	electronvolt		718.289184570313	718.789184570313		718.5392	null	30.262989	CENTROIDED	1511156.0	269.24853515625	5	269.247257751889	269.249950237929	-0.2556695112569305	621511.5	0.41128215	269.248603994909	PE 17:0-17:0	FA 17:0(+O)	[M-H]1-
null	QExHF03_NM_0001544.mzML	111	NEGATIVE	718.5394124	7.5586906e05	1.5502199e06	controllerType=0 controllerNumber=1 scan=111	FTMS - p NSI Full ms2 718.5392@hcd18.00 [50.0000-750.0000]	2	718.539184570313	0.25	0.25	HCD	18.0	electronvolt		718.289184570313	718.789184570313		718.5392	null	30.262989	CENTROIDED	1511156.0	269.24853515625	10	269.245911508869	269.25129648094895	-0.2556695112569305	621511.5	0.41128215	269.248603994909	PE 17:0-17:0	FA 17:0(+O)	[M-H]1-
null	QExHF03_NM_0001544.mzML	111	NEGATIVE	718.5394124	7.5586906e05	1.5502199e06	controllerType=0 controllerNumber=1 scan=111	FTMS - p NSI Full ms2 718.5392@hcd18.00 [50.0000-750.0000]	2	718.539184570313	0.25	0.25	HCD	18.0	electronvolt		718.289184570313	718.789184570313		718.5392	null	30.262989	CENTROIDED	1511156.0	448.2834167480469	5	448.28110744816564	448.2855902816544	0.15142908394088622	14455.206	0.009565661	448.28334886491	PE 17:0-17:0	-FA 17:0(+HO)	[M-H]1-
null	QExHF03_NM_0001544.mzML	111	NEGATIVE	718.5394124	7.5586906e05	1.5502199e06	controllerType=0 controllerNumber=1 scan=111	FTMS - p NSI Full ms2 718.5392@hcd18.00 [50.0000-750.0000]	2	718.539184570313	0.25	0.25	HCD	18.0	electronvolt		718.289184570313	718.789184570313		718.5392	null	30.262989	CENTROIDED	1511156.0	448.2834167480469	10	448.2788660314214	448.28783169839863	0.15142908394088622	14455.206	0.009565661	448.28334886491	PE 17:0-17:0	-FA 17:0(+HO)	[M-H]1-
null	QExHF03_NM_0001544.mzML	111	NEGATIVE	718.5394124	7.5586906e05	1.5502199e06	controllerType=0 controllerNumber=1 scan=111	FTMS - p NSI Full ms2 718.5392@hcd18.00 [50.0000-750.0000]	2	718.539184570313	0.25	0.25	HCD	18.0	electronvolt		718.289184570313	718.789184570313		718.5392	null	30.262989	CENTROIDED	1511156.0	718.5394287109375	5	718.5356366187624	718.5428220110556	0.2775019377806071	755869.06	0.5001926	718.539229314909	PE 17:0-17:0	precursor	[M-H]1-
null	QExHF03_NM_0001544.mzML	111	NEGATIVE	718.5394124	7.5586906e05	1.5502199e06	controllerType=0 controllerNumber=1 scan=111	FTMS - p NSI Full ms2 718.5392@hcd18.00 [50.0000-750.0000]	2	718.539184570313	0.25	0.25	HCD	18.0	electronvolt		718.289184570313	718.789184570313		718.5392	null	30.262989	CENTROIDED	1511156.0	718.5394287109375	10	718.5320439226159	718.5464147072021	0.2775019377806071	755869.06	0.5001926	718.539229314909	PE 17:0-17:0	precursor	[M-H]1-
null	QExHF03_NM_0001544.mzML	111	NEGATIVE	718.5394124	7.5586906e05	1.5502199e06	controllerType=0 controllerNumber=1 scan=111	FTMS - p NSI Full ms2 718.5392@hcd18.00 [50.0000-750.0000]	2	718.539184570313	0.25	0.25	HCD	18.0	electronvolt		718.289184570313	718.789184570313		718.5392	null	30.262989	CENTROIDED	1511156.0	466.2939758300781	5	466.2915820953412	466.2962450344769	0.13353202196010505	44155.85	0.029219916	466.293913564909	PE 17:0-17:0	-FA 17:0(-H)	[M-H]1-
null	QExHF03_NM_0001544.mzML	111	NEGATIVE	718.5394124	7.5586906e05	1.5502199e06	controllerType=0 controllerNumber=1 scan=111	FTMS - p NSI Full ms2 718.5392@hcd18.00 [50.0000-750.0000]	2	718.539184570313	0.25	0.25	HCD	18.0	electronvolt		718.289184570313	718.789184570313		718.5392	null	30.262989	CENTROIDED	1511156.0	466.2939758300781	10	466.2892506257734	466.2985765040447	0.13353202196010505	44155.85	0.029219916	466.293913564909	PE 17:0-17:0	-FA 17:0(-H)	[M-H]1-
null	QExHF03_NM_0001544.mzML	112	NEGATIVE	269.2485535	6.3158644e05	1.2694692e06	controllerType=0 controllerNumber=1 scan=112	FTMS - p NSI Full ms2 718.5392@hcd19.00 [50.0000-750.0000]	2	718.539184570313	0.25	0.25	HCD	19.0	electronvolt		718.289184570313	718.789184570313		718.5392	null	30.59271	CENTROIDED	1242455.6	269.2485656738281	5	269.247257751889	269.249950237929	-0.14232601505229636	631586.44	0.5083372	269.248603994909	PE 17:0-17:0	FA 17:0(+O)	[M-H]1-
null	QExHF03_NM_0001544.mzML	112	NEGATIVE	269.2485535	6.3158644e05	1.2694692e06	controllerType=0 controllerNumber=1 scan=112	FTMS - p NSI Full ms2 718.5392@hcd19.00 [50.0000-750.0000]	2	718.539184570313	0.25	0.25	HCD	19.0	electronvolt		718.289184570313	718.789184570313		718.5392	null	30.59271	CENTROIDED	1242455.6	269.2485656738281	10	269.245911508869	269.25129648094895	-0.14232601505229636	631586.44	0.5083372	269.248603994909	PE 17:0-17:0	FA 17:0(+O)	[M-H]1-
null	QExHF03_NM_0001544.mzML	112	NEGATIVE	269.2485535	6.3158644e05	1.2694692e06	controllerType=0 controllerNumber=1 scan=112	FTMS - p NSI Full ms2 718.5392@hcd19.00 [50.0000-750.0000]	2	718.539184570313	0.25	0.25	HCD	19.0	electronvolt		718.289184570313	718.789184570313		718.5392	null	30.59271	CENTROIDED	1242455.6	448.2823486328125	5	448.28110744816564	448.2855902816544	-2.2312497219517593	12731.506	0.010247051	448.28334886491	PE 17:0-17:0	-FA 17:0(+HO)	[M-H]1-
null	QExHF03_NM_0001544.mzML	112	NEGATIVE	269.2485535	6.3158644e05	1.2694692e06	controllerType=0 controllerNumber=1 scan=112	FTMS - p NSI Full ms2 718.5392@hcd19.00 [50.0000-750.0000]	2	718.539184570313	0.25	0.25	HCD	19.0	electronvolt		718.289184570313	718.789184570313		718.5392	null	30.59271	CENTROIDED	1242455.6	448.2823486328125	10	448.2788660314214	448.28783169839863	-2.2312497219517593	12731.506	0.010247051	448.28334886491	PE 17:0-17:0	-FA 17:0(+HO)	[M-H]1-
null	QExHF03_NM_0001544.mzML	112	NEGATIVE	269.2485535	6.3158644e05	1.2694692e06	controllerType=0 controllerNumber=1 scan=112	FTMS - p NSI Full ms2 718.5392@hcd19.00 [50.0000-750.0000]	2	718.539184570313	0.25	0.25	HCD	19.0	electronvolt		718.289184570313	718.789184570313		718.5392	null	30.59271	CENTROIDED	1242455.6	718.539306640625	5	718.5356366187624	718.5428220110556	0.10761516261262093	513641.66	0.41340846	718.539229314909	PE 17:0-17:0	precursor	[M-H]1-
null	QExHF03_NM_0001544.mzML	112	NEGATIVE	269.2485535	6.3158644e05	1.2694692e06	controllerType=0 controllerNumber=1 scan=112	FTMS - p NSI Full ms2 718.5392@hcd19.00 [50.0000-750.0000]	2	718.539184570313	0.25	0.25	HCD	19.0	electronvolt		718.289184570313	718.789184570313		718.5392	null	30.59271	CENTROIDED	1242455.6	718.539306640625	10	718.5320439226159	718.5464147072021	0.10761516261262093	513641.66	0.41340846	718.539229314909	PE 17:0-17:0	precursor	[M-H]1-
null	QExHF03_NM_0001544.mzML	112	NEGATIVE	269.2485535	6.3158644e05	1.2694692e06	controllerType=0 controllerNumber=1 scan=112	FTMS - p NSI Full ms2 718.5392@hcd19.00 [50.0000-750.0000]	2	718.539184570313	0.25	0.25	HCD	19.0	electronvolt		718.289184570313	718.789184570313		718.5392	null	30.59271	CENTROIDED	1242455.6	466.2933349609375	5	466.2915820953412	466.2962450344769	-1.2408567958681804	39895.406	0.032110125	466.293913564909	PE 17:0-17:0	-FA 17:0(-H)	[M-H]1-
